Treatment,Generation,Session,SessionDate,ChainID,ParticipantID,Trial,TrialChain,Configuration,Speed,Payoff,wT,wR,wB,wL,mapT,mapR,mapB,mapL,comX,comY,Inertia,survey_birthyear,SessionGender
ABS,4,a5pa503k,2024-04-05,HVRWR,c3g4kvyf,2,17,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1995,Female
ABS,4,a5pa503k,2024-04-05,HVRWR,c3g4kvyf,3,18,1-2-1-1,151.1723835616438,0.37,1,2,1,1,NA,NA,NA,NA,0.5,0,5,1995,Female
ABS,4,a5pa503k,2024-04-05,HVRWR,c3g4kvyf,4,19,1-5-1-1,147.77161221210497,0.35,1,5,1,1,NA,NA,NA,NA,2,0,8,1995,Female
ABS,4,a5pa503k,2024-04-05,HVRWR,c3g4kvyf,5,20,1-2-1-2,147.93008042895443,0.35,1,2,1,2,NA,NA,NA,NA,0,0,6,1995,Female
ABS,4,6845py9l,2024-04-04,IDRSP,k6wfq4a7,1,16,1-1-9-1,0,0,1,1,9,1,NA,NA,NA,NA,0,-4,12,2001,Male
ABS,4,6845py9l,2024-04-04,IDRSP,k6wfq4a7,2,17,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2001,Male
ABS,4,6845py9l,2024-04-04,IDRSP,k6wfq4a7,3,18,1-2-1-1,151.1723835616438,0.37,1,2,1,1,NA,NA,NA,NA,0.5,0,5,2001,Male
ABS,4,6845py9l,2024-04-04,IDRSP,k6wfq4a7,4,19,1-3-1-1,151.4212952799122,0.37,1,3,1,1,NA,NA,NA,NA,1,0,6,2001,Male
ABS,4,6845py9l,2024-04-04,IDRSP,k6wfq4a7,5,20,1-3-1-3,146.51598513011152,0.34,1,3,1,3,NA,NA,NA,NA,0,0,8,2001,Male
ABS,4,a5pa503k,2024-04-05,LKCNA,nk1zor61,1,16,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,1992,Female
ABS,4,a5pa503k,2024-04-05,LKCNA,nk1zor61,2,17,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1992,Female
ABS,4,a5pa503k,2024-04-05,LKCNA,nk1zor61,3,18,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1992,Female
ABS,4,a5pa503k,2024-04-05,LKCNA,nk1zor61,4,19,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1992,Female
ABS,4,a5pa503k,2024-04-05,LKCNA,nk1zor61,5,20,4-4-4-12,0,0,4,4,4,12,NA,NA,NA,NA,-4,0,24,1992,Female
ABS,4,a5pa503k,2024-04-05,MFUCQ,ginnqevp,1,16,10-3-1-1,152.00528925619832,0.38,10,3,1,1,NA,NA,NA,NA,1,4.5,15,1997,Female
ABS,4,a5pa503k,2024-04-05,MFUCQ,ginnqevp,2,17,10-10-5-5,136.1745310957552,0.28,10,10,5,5,NA,NA,NA,NA,2.5,2.5,30,1997,Female
ABS,4,a5pa503k,2024-04-05,MFUCQ,ginnqevp,3,18,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1997,Female
ABS,4,a5pa503k,2024-04-05,MFUCQ,ginnqevp,4,19,1-2-2-1,146.3605305039788,0.34,1,2,2,1,NA,NA,NA,NA,0.5,-0.5,6,1997,Female
ABS,4,a5pa503k,2024-04-05,MFUCQ,ginnqevp,5,20,1-5-5-1,0,0,1,5,5,1,NA,NA,NA,NA,2,-2,12,1997,Female
ABS,4,6845py9l,2024-04-04,NGPZZ,uqwiyydl,1,16,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1997,Male
ABS,4,6845py9l,2024-04-04,NGPZZ,uqwiyydl,2,17,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1997,Male
ABS,4,6845py9l,2024-04-04,NGPZZ,uqwiyydl,3,18,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1997,Male
ABS,4,6845py9l,2024-04-04,NGPZZ,uqwiyydl,4,19,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1997,Male
ABS,4,6845py9l,2024-04-04,NGPZZ,uqwiyydl,5,20,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1997,Male
ABS,4,a5pa503k,2024-04-05,OEZZH,t29jz2v3,1,16,3-3-3-3,144.2182958703607,0.33,3,3,3,3,NA,NA,NA,NA,0,0,12,1999,Female
ABS,4,a5pa503k,2024-04-05,OEZZH,t29jz2v3,2,17,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1999,Female
ABS,4,a5pa503k,2024-04-05,OEZZH,t29jz2v3,3,18,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1999,Female
ABS,4,a5pa503k,2024-04-05,OEZZH,t29jz2v3,4,19,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1999,Female
ABS,4,a5pa503k,2024-04-05,OEZZH,t29jz2v3,5,20,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1999,Female
ABS,4,6845py9l,2024-04-04,OYGNU,dsltyfmb,1,16,9-7-7-9,0,0,9,7,7,9,NA,NA,NA,NA,-1,1,32,1999,Male
ABS,4,6845py9l,2024-04-04,OYGNU,dsltyfmb,2,17,5-6-11-2,0,0,5,6,11,2,NA,NA,NA,NA,2,-3,24,1999,Male
ABS,4,6845py9l,2024-04-04,OYGNU,dsltyfmb,3,18,12-4-3-2,146.3605305039788,0.34,12,4,3,2,NA,NA,NA,NA,1,4.5,21,1999,Male
ABS,4,6845py9l,2024-04-04,OYGNU,dsltyfmb,4,19,10-3-5-2,144.9761429322123,0.33,10,3,5,2,NA,NA,NA,NA,0.5,2.5,20,1999,Male
ABS,4,6845py9l,2024-04-04,OYGNU,dsltyfmb,5,20,9-3-5-3,143.2448598130841,0.32,9,3,5,3,NA,NA,NA,NA,0,2,20,1999,Male
ABS,4,a5pa503k,2024-04-05,PGGOS,txazwnyd,1,16,1-1-1-4,0,0,1,1,1,4,NA,NA,NA,NA,-1.5,0,7,1988,Female
ABS,4,a5pa503k,2024-04-05,PGGOS,txazwnyd,2,17,1-5-1-1,147.77161221210497,0.35,1,5,1,1,NA,NA,NA,NA,2,0,8,1988,Female
ABS,4,a5pa503k,2024-04-05,PGGOS,txazwnyd,3,18,1-3-1-1,151.4212952799122,0.37,1,3,1,1,NA,NA,NA,NA,1,0,6,1988,Female
ABS,4,a5pa503k,2024-04-05,PGGOS,txazwnyd,4,19,1-3-1-1,151.4212952799122,0.37,1,3,1,1,NA,NA,NA,NA,1,0,6,1988,Female
ABS,4,a5pa503k,2024-04-05,PGGOS,txazwnyd,5,20,1-5-1-1,147.77161221210497,0.35,1,5,1,1,NA,NA,NA,NA,2,0,8,1988,Female
ABS,4,6845py9l,2024-04-04,QIGGH,h8buvsi1,1,16,8-3-2-2,151.75445544554458,0.37,8,3,2,2,NA,NA,NA,NA,0.5,3,15,1995,Male
ABS,4,6845py9l,2024-04-04,QIGGH,h8buvsi1,2,17,8-3-1-2,152.93215077605325,0.38,8,3,1,2,NA,NA,NA,NA,0.5,3.5,14,1995,Male
ABS,4,6845py9l,2024-04-04,QIGGH,h8buvsi1,3,18,7-3-1-2,153.69894150417826,0.39,7,3,1,2,NA,NA,NA,NA,0.5,3,13,1995,Male
ABS,4,6845py9l,2024-04-04,QIGGH,h8buvsi1,4,19,7-3-1-1,154.820202020202,0.39,7,3,1,1,NA,NA,NA,NA,1,3,12,1995,Male
ABS,4,6845py9l,2024-04-04,QIGGH,h8buvsi1,5,20,7-2-1-1,154.64663677130048,0.39,7,2,1,1,NA,NA,NA,NA,0.5,3,11,1995,Male
ABS,4,6845py9l,2024-04-04,QSLCF,luxp5bwp,1,16,8-7-4-8,130.62954545454545,0.25,8,7,4,8,NA,NA,NA,NA,-0.5,2,27,1996,Male
ABS,4,6845py9l,2024-04-04,QSLCF,luxp5bwp,2,17,8-7-4-8,130.62954545454545,0.25,8,7,4,8,NA,NA,NA,NA,-0.5,2,27,1996,Male
ABS,4,6845py9l,2024-04-04,QSLCF,luxp5bwp,3,18,8-7-4-8,130.62954545454545,0.25,8,7,4,8,NA,NA,NA,NA,-0.5,2,27,1996,Male
ABS,4,6845py9l,2024-04-04,QSLCF,luxp5bwp,4,19,8-7-4-8,130.62954545454545,0.25,8,7,4,8,NA,NA,NA,NA,-0.5,2,27,1996,Male
ABS,4,6845py9l,2024-04-04,QSLCF,luxp5bwp,5,20,8-7-4-8,130.62954545454545,0.25,8,7,4,8,NA,NA,NA,NA,-0.5,2,27,1996,Male
ABS,4,a5pa503k,2024-04-05,QSPNV,5j38bz2u,1,16,8-8-6-6,135.43917525773196,0.28,8,8,6,6,NA,NA,NA,NA,1,1,28,1989,Female
ABS,4,a5pa503k,2024-04-05,QSPNV,5j38bz2u,2,17,4-6-6-4,0,0,4,6,6,4,NA,NA,NA,NA,1,-1,20,1989,Female
ABS,4,a5pa503k,2024-04-05,QSPNV,5j38bz2u,3,18,11-10-10-11,104.3850170261067,0.09,11,10,10,11,NA,NA,NA,NA,-0.5,0.5,42,1989,Female
ABS,4,a5pa503k,2024-04-05,QSPNV,5j38bz2u,4,19,8-6-8-6,126.67107438016528,0.22,8,6,8,6,NA,NA,NA,NA,0,0,28,1989,Female
ABS,4,a5pa503k,2024-04-05,QSPNV,5j38bz2u,5,20,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1989,Female
ABS,4,a5pa503k,2024-04-05,QYIQR,vj4gp9yn,1,16,1-2-3-4,0,0,1,2,3,4,NA,NA,NA,NA,-1,-1,10,1999,Female
ABS,4,a5pa503k,2024-04-05,QYIQR,vj4gp9yn,2,17,7-5-4-7,0,0,7,5,4,7,NA,NA,NA,NA,-1,1.5,23,1999,Female
ABS,4,a5pa503k,2024-04-05,QYIQR,vj4gp9yn,3,18,5-6-6-7,0,0,5,6,6,7,NA,NA,NA,NA,-0.5,-0.5,24,1999,Female
ABS,4,a5pa503k,2024-04-05,QYIQR,vj4gp9yn,4,19,8-5-7-5,133.4088974854932,0.26,8,5,7,5,NA,NA,NA,NA,0,0.5,25,1999,Female
ABS,4,a5pa503k,2024-04-05,QYIQR,vj4gp9yn,5,20,8-5-7-5,133.4088974854932,0.26,8,5,7,5,NA,NA,NA,NA,0,0.5,25,1999,Female
ABS,4,a5pa503k,2024-04-05,RTBPO,axzpi8aa,1,16,5-6-6-6,127.3140747577296,0.23,5,6,6,6,NA,NA,NA,NA,0,-0.5,23,2001,Female
ABS,4,a5pa503k,2024-04-05,RTBPO,axzpi8aa,2,17,6-6-6-5,135.83929098966027,0.28,6,6,6,5,NA,NA,NA,NA,0.5,0,23,2001,Female
ABS,4,a5pa503k,2024-04-05,RTBPO,axzpi8aa,3,18,7-6-6-5,137.39521912350597,0.29,7,6,6,5,NA,NA,NA,NA,0.5,0.5,24,2001,Female
ABS,4,a5pa503k,2024-04-05,RTBPO,axzpi8aa,4,19,8-6-6-5,138.08288288288287,0.29,8,6,6,5,NA,NA,NA,NA,0.5,1,25,2001,Female
ABS,4,a5pa503k,2024-04-05,RTBPO,axzpi8aa,5,20,8-6-6-5,138.08288288288287,0.29,8,6,6,5,NA,NA,NA,NA,0.5,1,25,2001,Female
ABS,4,6845py9l,2024-04-04,SECAH,19ilopdj,1,16,8-7-8-8,111.47054545454546,0.13,8,7,8,8,NA,NA,NA,NA,-0.5,0,31,1991,Male
ABS,4,6845py9l,2024-04-04,SECAH,19ilopdj,2,17,12-12-1-1,134.71171875,0.27,12,12,1,1,NA,NA,NA,NA,5.5,5.5,26,1991,Male
ABS,4,6845py9l,2024-04-04,SECAH,19ilopdj,3,18,10-10-3-2,139.83253928028384,0.3,10,10,3,2,NA,NA,NA,NA,4,3.5,25,1991,Male
ABS,4,6845py9l,2024-04-04,SECAH,19ilopdj,4,19,9-9-2-2,144.29372384937238,0.33,9,9,2,2,NA,NA,NA,NA,3.5,3.5,22,1991,Male
ABS,4,6845py9l,2024-04-04,SECAH,19ilopdj,5,20,9-9-2-2,144.29372384937238,0.33,9,9,2,2,NA,NA,NA,NA,3.5,3.5,22,1991,Male
ABS,4,6845py9l,2024-04-04,SYMMV,9wcb6kpu,1,16,1-2-3-2,0,0,1,2,3,2,NA,NA,NA,NA,0,-1,8,1998,Male
ABS,4,6845py9l,2024-04-04,SYMMV,9wcb6kpu,2,17,5-5-6-5,129.64736842105265,0.24,5,5,6,5,NA,NA,NA,NA,0,-0.5,21,1998,Male
ABS,4,6845py9l,2024-04-04,SYMMV,9wcb6kpu,3,18,7-9-7-8,125.8046511627907,0.22,7,9,7,8,NA,NA,NA,NA,0.5,0,31,1998,Male
ABS,4,6845py9l,2024-04-04,SYMMV,9wcb6kpu,4,19,2-2-3-2,140.6165137614679,0.31,2,2,3,2,NA,NA,NA,NA,0,-0.5,9,1998,Male
ABS,4,6845py9l,2024-04-04,SYMMV,9wcb6kpu,5,20,6-7-5-9,0,0,6,7,5,9,NA,NA,NA,NA,-1,0.5,27,1998,Male
ABS,4,a5pa503k,2024-04-05,TGWRE,v085isw4,1,16,1-1-6-1,0,0,1,1,6,1,NA,NA,NA,NA,0,-2.5,9,1998,Female
ABS,4,a5pa503k,2024-04-05,TGWRE,v085isw4,2,17,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1998,Female
ABS,4,a5pa503k,2024-04-05,TGWRE,v085isw4,3,18,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1998,Female
ABS,4,a5pa503k,2024-04-05,TGWRE,v085isw4,4,19,1-5-1-1,147.77161221210497,0.35,1,5,1,1,NA,NA,NA,NA,2,0,8,1998,Female
ABS,4,a5pa503k,2024-04-05,TGWRE,v085isw4,5,20,7-5-1-6,141.84555269922882,0.31,7,5,1,6,NA,NA,NA,NA,-0.5,3,19,1998,Female
ABS,4,a5pa503k,2024-04-05,VBKAV,gwq9s5oh,1,16,6-3-5-3,142.21113402061854,0.32,6,3,5,3,NA,NA,NA,NA,0,0.5,17,1992,Female
ABS,4,a5pa503k,2024-04-05,VBKAV,gwq9s5oh,2,17,6-6-6-6,131.94146341463414,0.25,6,6,6,6,NA,NA,NA,NA,0,0,24,1992,Female
ABS,4,a5pa503k,2024-04-05,VBKAV,gwq9s5oh,3,18,6-3-6-3,137.7381927109336,0.29,6,3,6,3,NA,NA,NA,NA,0,0,18,1992,Female
ABS,4,a5pa503k,2024-04-05,VBKAV,gwq9s5oh,4,19,8-3-9-2,129.161797752809,0.24,8,3,9,2,NA,NA,NA,NA,0.5,-0.5,22,1992,Female
ABS,4,a5pa503k,2024-04-05,VBKAV,gwq9s5oh,5,20,8-3-7-3,136.64665676077266,0.28,8,3,7,3,NA,NA,NA,NA,0,0.5,21,1992,Female
ABS,4,a5pa503k,2024-04-05,VHODO,zlc1roti,1,16,1-2-1-1,151.1723835616438,0.37,1,2,1,1,NA,NA,NA,NA,0.5,0,5,1993,Female
ABS,4,a5pa503k,2024-04-05,VHODO,zlc1roti,2,17,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Female
ABS,4,a5pa503k,2024-04-05,VHODO,zlc1roti,3,18,2-2-1-2,150.5947598253275,0.37,2,2,1,2,NA,NA,NA,NA,0,0.5,7,1993,Female
ABS,4,a5pa503k,2024-04-05,VHODO,zlc1roti,4,19,12-12-1-1,134.71171875,0.27,12,12,1,1,NA,NA,NA,NA,5.5,5.5,26,1993,Female
ABS,4,a5pa503k,2024-04-05,VHODO,zlc1roti,5,20,3-3-1-1,154.73337072349972,0.39,3,3,1,1,NA,NA,NA,NA,1,1,8,1993,Female
ABS,4,a5pa503k,2024-04-05,WDYLQ,e1jfzz5t,1,16,6-6-1-1,152.34102705687465,0.38,6,6,1,1,NA,NA,NA,NA,2.5,2.5,14,1991,Female
ABS,4,a5pa503k,2024-04-05,WDYLQ,e1jfzz5t,2,17,6-7-1-1,150.34855585831062,0.37,6,7,1,1,NA,NA,NA,NA,3,2.5,15,1991,Female
ABS,4,a5pa503k,2024-04-05,WDYLQ,e1jfzz5t,3,18,6-5-1-1,153.7846153846154,0.39,6,5,1,1,NA,NA,NA,NA,2,2.5,13,1991,Female
ABS,4,a5pa503k,2024-04-05,WDYLQ,e1jfzz5t,4,19,5-5-1-1,153.87038482989405,0.39,5,5,1,1,NA,NA,NA,NA,2,2,12,1991,Female
ABS,4,a5pa503k,2024-04-05,WDYLQ,e1jfzz5t,5,20,4-5-1-1,153.52787979966612,0.39,4,5,1,1,NA,NA,NA,NA,2,1.5,11,1991,Female
ABS,4,6845py9l,2024-04-04,WPSRU,frh8zjj3,1,16,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,2000,Male
ABS,4,6845py9l,2024-04-04,WPSRU,frh8zjj3,2,17,1-12-1-1,0,0,1,12,1,1,NA,NA,NA,NA,5.5,0,15,2000,Male
ABS,4,6845py9l,2024-04-04,WPSRU,frh8zjj3,3,18,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2000,Male
ABS,4,6845py9l,2024-04-04,WPSRU,frh8zjj3,4,19,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2000,Male
ABS,4,6845py9l,2024-04-04,WPSRU,frh8zjj3,5,20,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2000,Male
ABS,4,6845py9l,2024-04-04,YFRJC,dbmt2x8f,1,16,12-3-7-2,138.7774647887324,0.3,12,3,7,2,NA,NA,NA,NA,0.5,2.5,24,2005,Male
ABS,4,6845py9l,2024-04-04,YFRJC,dbmt2x8f,2,17,12-2-6-2,139.9744292237443,0.3,12,2,6,2,NA,NA,NA,NA,0,3,22,2005,Male
ABS,4,6845py9l,2024-04-04,YFRJC,dbmt2x8f,3,18,12-2-5-2,142.06467559217305,0.32,12,2,5,2,NA,NA,NA,NA,0,3.5,21,2005,Male
ABS,4,6845py9l,2024-04-04,YFRJC,dbmt2x8f,4,19,12-2-3-2,145.35806111696525,0.34,12,2,3,2,NA,NA,NA,NA,0,4.5,19,2005,Male
ABS,4,6845py9l,2024-04-04,YFRJC,dbmt2x8f,5,20,12-1-1-2,143.61769911504425,0.32,12,1,1,2,NA,NA,NA,NA,-0.5,5.5,16,2005,Male
ABS,4,a5pa503k,2024-04-05,YVZQW,zkw513ek,1,16,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2001,Female
ABS,4,a5pa503k,2024-04-05,YVZQW,zkw513ek,2,17,1-6-1-1,0,0,1,6,1,1,NA,NA,NA,NA,2.5,0,9,2001,Female
ABS,4,a5pa503k,2024-04-05,YVZQW,zkw513ek,3,18,1-5-1-1,147.77161221210497,0.35,1,5,1,1,NA,NA,NA,NA,2,0,8,2001,Female
ABS,4,a5pa503k,2024-04-05,YVZQW,zkw513ek,4,19,1-5-5-1,0,0,1,5,5,1,NA,NA,NA,NA,2,-2,12,2001,Female
ABS,4,a5pa503k,2024-04-05,YVZQW,zkw513ek,5,20,1-5-1-3,148.16842105263157,0.35,1,5,1,3,NA,NA,NA,NA,1,0,10,2001,Female
ABS,4,6845py9l,2024-04-04,ZFEHB,s7v3fidt,1,16,7-2-6-2,140.76,0.31,7,2,6,2,NA,NA,NA,NA,0,0.5,17,1995,Male
ABS,4,6845py9l,2024-04-04,ZFEHB,s7v3fidt,2,17,7-1-6-1,141.55443817342228,0.31,7,1,6,1,NA,NA,NA,NA,0,0.5,15,1995,Male
ABS,4,6845py9l,2024-04-04,ZFEHB,s7v3fidt,3,18,7-12-6-12,116.8033869602032,0.16,7,12,6,12,NA,NA,NA,NA,0,0.5,37,1995,Male
ABS,4,6845py9l,2024-04-04,ZFEHB,s7v3fidt,4,19,7-11-6-11,119.952,0.18,7,11,6,11,NA,NA,NA,NA,0,0.5,35,1995,Male
ABS,4,6845py9l,2024-04-04,ZFEHB,s7v3fidt,5,20,7-10-6-10,123.00026749888544,0.2,7,10,6,10,NA,NA,NA,NA,0,0.5,33,1995,Male
ABS,4,6845py9l,2024-04-04,ZJWGA,9x2c3h1n,1,16,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,2004,Male
ABS,4,6845py9l,2024-04-04,ZJWGA,9x2c3h1n,2,17,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,2004,Male
ABS,4,6845py9l,2024-04-04,ZJWGA,9x2c3h1n,3,18,1-1-2-2,0,0,1,1,2,2,NA,NA,NA,NA,-0.5,-0.5,6,2004,Male
ABS,4,6845py9l,2024-04-04,ZJWGA,9x2c3h1n,4,19,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2004,Male
ABS,4,6845py9l,2024-04-04,ZJWGA,9x2c3h1n,5,20,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2004,Male
ABS,5,a5pa503k,2024-04-05,BPMUH,g6lgs4y4,1,21,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1900,Female
ABS,5,a5pa503k,2024-04-05,BPMUH,g6lgs4y4,2,22,6-5-5-5,138.63798994974874,0.29,6,5,5,5,NA,NA,NA,NA,0,0.5,21,1900,Female
ABS,5,a5pa503k,2024-04-05,BPMUH,g6lgs4y4,3,23,6-5-6-5,134.1875486381323,0.27,6,5,6,5,NA,NA,NA,NA,0,0,22,1900,Female
ABS,5,a5pa503k,2024-04-05,BPMUH,g6lgs4y4,4,24,7-5-5-5,139.62024291497977,0.3,7,5,5,5,NA,NA,NA,NA,0,1,22,1900,Female
ABS,5,a5pa503k,2024-04-05,BPMUH,g6lgs4y4,5,25,7-4-5-5,133.21564461612746,0.26,7,4,5,5,NA,NA,NA,NA,-0.5,1,21,1900,Female
ABS,5,6845py9l,2024-04-04,CBKNW,zzvsjtmb,1,21,12-6-4-7,132.38464491362765,0.26,12,6,4,7,NA,NA,NA,NA,-0.5,4,29,1991,Male
ABS,5,6845py9l,2024-04-04,CBKNW,zzvsjtmb,2,22,12-5-4-6,134.31820837390458,0.27,12,5,4,6,NA,NA,NA,NA,-0.5,4,27,1991,Male
ABS,5,6845py9l,2024-04-04,CBKNW,zzvsjtmb,3,23,10-5-4-6,135.5056974459725,0.28,10,5,4,6,NA,NA,NA,NA,-0.5,3,25,1991,Male
ABS,5,6845py9l,2024-04-04,CBKNW,zzvsjtmb,4,24,8-5-4-6,135.43917525773196,0.28,8,5,4,6,NA,NA,NA,NA,-0.5,2,23,1991,Male
ABS,5,6845py9l,2024-04-04,CBKNW,zzvsjtmb,5,25,6-4-4-6,0,0,6,4,4,6,NA,NA,NA,NA,-1,1,20,1991,Male
ABS,5,6845py9l,2024-04-04,CTPGD,qduusvxm,1,21,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Male
ABS,5,6845py9l,2024-04-04,CTPGD,qduusvxm,2,22,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Male
ABS,5,6845py9l,2024-04-04,CTPGD,qduusvxm,3,23,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Male
ABS,5,6845py9l,2024-04-04,CTPGD,qduusvxm,4,24,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Male
ABS,5,6845py9l,2024-04-04,CTPGD,qduusvxm,5,25,2-2-1-1,153.35719844357976,0.38,2,2,1,1,NA,NA,NA,NA,0.5,0.5,6,1993,Male
ABS,5,a5pa503k,2024-04-05,ESBLE,9cdb4phj,1,21,5-5-1-1,153.87038482989405,0.39,5,5,1,1,NA,NA,NA,NA,2,2,12,1988,Female
ABS,5,a5pa503k,2024-04-05,ESBLE,9cdb4phj,2,22,4-4-1-1,154.73337072349972,0.39,4,4,1,1,NA,NA,NA,NA,1.5,1.5,10,1988,Female
ABS,5,a5pa503k,2024-04-05,ESBLE,9cdb4phj,3,23,4-4-2-2,152.17297297297296,0.38,4,4,2,2,NA,NA,NA,NA,1,1,12,1988,Female
ABS,5,a5pa503k,2024-04-05,ESBLE,9cdb4phj,4,24,4-3-1-1,155.34324324324325,0.4,4,3,1,1,NA,NA,NA,NA,1,1.5,9,1988,Female
ABS,5,a5pa503k,2024-04-05,ESBLE,9cdb4phj,5,25,2-3-1-1,153.52787979966612,0.39,2,3,1,1,NA,NA,NA,NA,1,0.5,7,1988,Female
ABS,5,6845py9l,2024-04-04,GBCDH,1hzgb6vj,1,21,1-2-2-3,0,0,1,2,2,3,NA,NA,NA,NA,-0.5,-0.5,8,1993,Male
ABS,5,6845py9l,2024-04-04,GBCDH,1hzgb6vj,2,22,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1993,Male
ABS,5,6845py9l,2024-04-04,GBCDH,1hzgb6vj,3,23,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,5,6845py9l,2024-04-04,GBCDH,1hzgb6vj,4,24,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1993,Male
ABS,5,6845py9l,2024-04-04,GBCDH,1hzgb6vj,5,25,3-3-3-3,144.2182958703607,0.33,3,3,3,3,NA,NA,NA,NA,0,0,12,1993,Male
ABS,5,6845py9l,2024-04-04,HCWTH,nh143odk,1,21,7-3-3-4,141.55443817342228,0.31,7,3,3,4,NA,NA,NA,NA,-0.5,2,17,1991,Male
ABS,5,6845py9l,2024-04-04,HCWTH,nh143odk,2,22,7-7-6-7,131.50123927550047,0.25,7,7,6,7,NA,NA,NA,NA,0,0.5,27,1991,Male
ABS,5,6845py9l,2024-04-04,HCWTH,nh143odk,3,23,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1991,Male
ABS,5,6845py9l,2024-04-04,HCWTH,nh143odk,4,24,8-7-7-9,0,0,8,7,7,9,NA,NA,NA,NA,-1,0.5,31,1991,Male
ABS,5,6845py9l,2024-04-04,HCWTH,nh143odk,5,25,9-8-7-8,127.490573012939,0.23,9,8,7,8,NA,NA,NA,NA,0,1,32,1991,Male
ABS,5,a5pa503k,2024-04-05,HVRWR,wyl1ms2b,1,21,1-6-1-1,0,0,1,6,1,1,NA,NA,NA,NA,2.5,0,9,1998,Female
ABS,5,a5pa503k,2024-04-05,HVRWR,wyl1ms2b,2,22,1-2-1-2,147.93008042895443,0.35,1,2,1,2,NA,NA,NA,NA,0,0,6,1998,Female
ABS,5,a5pa503k,2024-04-05,HVRWR,wyl1ms2b,3,23,1-4-1-2,150.02153344208807,0.36,1,4,1,2,NA,NA,NA,NA,1,0,8,1998,Female
ABS,5,a5pa503k,2024-04-05,HVRWR,wyl1ms2b,4,24,1-8-1-2,0,0,1,8,1,2,NA,NA,NA,NA,3,0,12,1998,Female
ABS,5,a5pa503k,2024-04-05,HVRWR,wyl1ms2b,5,25,1-5-1-3,148.16842105263157,0.35,1,5,1,3,NA,NA,NA,NA,1,0,10,1998,Female
