Treatment,Generation,Session,SessionDate,ChainID,ParticipantID,Trial,TrialChain,Configuration,Speed,Payoff,wT,wR,wB,wL,mapT,mapR,mapB,mapL,comX,comY,Inertia,survey_birthyear,SessionGender
ABSMAP,2,pt1u1qln,2025-02-14,ZHOEB,xdbaps4b,4,9,12-1-12-12,0,0,12,1,12,12,6,10,1,5,-5.5,0,37,1998,Female
ABSMAP,2,pt1u1qln,2025-02-14,ZHOEB,xdbaps4b,5,10,10-2-10-10,0,0,10,2,10,10,6,6,8,2,-4,0,32,1998,Female
ABSMAP,2,vg1vlbgz,2025-02-14,ZMSJZ,yxogqqop,1,6,7-7-7-7,120.68341463414636,0.03,7,7,7,7,8,3,1,3,0,0,28,1998,Male
ABSMAP,2,vg1vlbgz,2025-02-14,ZMSJZ,yxogqqop,2,7,4-9-4-5,0,0,4,9,4,5,10,8,7,1,2,0,22,1998,Male
ABSMAP,2,vg1vlbgz,2025-02-14,ZMSJZ,yxogqqop,3,8,5-5-4-5,0,0,5,5,4,5,2,6,12,1,0,0.5,19,1998,Male
ABSMAP,2,vg1vlbgz,2025-02-14,ZMSJZ,yxogqqop,4,9,5-5-4-5,0,0,5,5,4,5,2,6,12,1,0,0.5,19,1998,Male
ABSMAP,2,vg1vlbgz,2025-02-14,ZMSJZ,yxogqqop,5,10,5-5-4-5,0,0,5,5,4,5,2,6,12,1,0,0.5,19,1998,Male
ABSMAP,2,pt1u1qln,2025-02-14,ZSUKM,h4tqg45n,1,6,4-4-4-4,0,0,4,4,4,4,7,4,8,11,0,0,16,1996,Female
ABSMAP,2,pt1u1qln,2025-02-14,ZSUKM,h4tqg45n,2,7,5-7-5-5,0,0,5,7,5,5,7,5,9,9,1,0,22,1996,Female
ABSMAP,2,pt1u1qln,2025-02-14,ZSUKM,h4tqg45n,3,8,1-10-5-9,0,0,1,10,5,9,3,2,1,9,0.5,-2,25,1996,Female
ABSMAP,2,pt1u1qln,2025-02-14,ZSUKM,h4tqg45n,4,9,2-8-6-4,0,0,2,8,6,4,5,6,7,3,2,-2,20,1996,Female
ABSMAP,2,pt1u1qln,2025-02-14,ZSUKM,h4tqg45n,5,10,1-12-6-4,0,0,1,12,6,4,5,3,11,3,4,-2.5,23,1996,Female
ABSMAP,3,vg1vlbgz,2025-02-14,AAPBH,p0mtb08z,1,11,4-3-2-2,0,0,4,3,2,2,4,2,10,11,0.5,1,11,1992,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AAPBH,p0mtb08z,2,12,9-3-2-2,84.87169811320754,0.22,9,3,2,2,8,8,7,11,0.5,3.5,16,1992,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AAPBH,p0mtb08z,3,13,12-3-2-2,0,0,12,3,2,2,7,2,4,7,0.5,5,19,1992,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AAPBH,p0mtb08z,4,14,9-3-2-2,84.87169811320754,0.22,9,3,2,2,8,8,7,11,0.5,3.5,16,1992,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AAPBH,p0mtb08z,5,15,9-3-2-3,91.63,0.18,9,3,2,3,3,3,4,6,0,3.5,17,1992,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AJKDJ,7o4y51sv,1,11,5-6-12-10,85.75424610051994,0.21,5,6,12,10,10,5,8,10,-2,-3.5,33,1995,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AJKDJ,7o4y51sv,2,12,5-6-12-10,85.75424610051994,0.21,5,6,12,10,10,5,8,10,-2,-3.5,33,1995,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AJKDJ,7o4y51sv,3,13,5-6-12-10,85.75424610051994,0.21,5,6,12,10,10,5,8,10,-2,-3.5,33,1995,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AJKDJ,7o4y51sv,4,14,5-6-12-10,85.75424610051994,0.21,5,6,12,10,10,5,8,10,-2,-3.5,33,1995,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AJKDJ,7o4y51sv,5,15,5-6-12-10,85.75424610051994,0.21,5,6,12,10,10,5,8,10,-2,-3.5,33,1995,Male
ABSMAP,3,pt1u1qln,2025-02-14,AJMPB,goxq539k,1,11,11-11-9-9,0,0,11,11,9,9,8,9,11,12,1,1,40,1998,Female
ABSMAP,3,pt1u1qln,2025-02-14,AJMPB,goxq539k,2,12,11-5-9-6,0,0,11,5,9,6,12,12,2,7,-0.5,1,31,1998,Female
ABSMAP,3,pt1u1qln,2025-02-14,AJMPB,goxq539k,3,13,11-10-11-10,108.39036144578311,0.09,11,10,11,10,6,3,5,2,0,0,42,1998,Female
ABSMAP,3,pt1u1qln,2025-02-14,AJMPB,goxq539k,4,14,11-11-11-11,0,0,11,11,11,11,1,3,5,5,0,0,44,1998,Female
ABSMAP,3,pt1u1qln,2025-02-14,AJMPB,goxq539k,5,15,9-9-9-11,0,0,9,9,9,11,5,1,12,9,-1,0,38,1998,Female
ABSMAP,3,vg1vlbgz,2025-02-14,AMIEH,lpg9wjzx,1,11,9-6-8-11,97.49793103448276,0.15,9,6,8,11,8,3,7,5,-2.5,0.5,34,1998,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AMIEH,lpg9wjzx,2,12,9-6-6-5,0,0,9,6,6,5,6,11,10,6,0.5,1.5,26,1998,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AMIEH,lpg9wjzx,3,13,7-9-8-12,0,0,7,9,8,12,7,12,10,9,-1.5,-0.5,36,1998,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AMIEH,lpg9wjzx,4,14,7-6-8-4,0,0,7,6,8,4,4,4,8,1,1,-0.5,25,1998,Male
ABSMAP,3,vg1vlbgz,2025-02-14,AMIEH,lpg9wjzx,5,15,10-10-9-11,0,0,10,10,9,11,12,10,1,3,-0.5,0.5,40,1998,Male
ABSMAP,3,pt1u1qln,2025-02-14,BCUYP,rvvradfs,1,11,6-3-1-4,104.27860906217072,0.12,6,3,1,4,5,5,4,6,-0.5,2.5,14,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,BCUYP,rvvradfs,2,12,7-4-1-5,0,0,7,4,1,5,2,6,7,6,-0.5,3,17,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,BCUYP,rvvradfs,3,13,6-5-1-4,109.46946902654868,0.09,6,5,1,4,1,3,1,1,0.5,2.5,16,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,BCUYP,rvvradfs,4,14,6-4-2-3,0,0,6,4,2,3,10,11,4,4,0.5,2,15,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,BCUYP,rvvradfs,5,15,6-5-1-4,109.46946902654868,0.09,6,5,1,4,1,3,1,1,0.5,2.5,16,1990,Female
ABSMAP,3,vg1vlbgz,2025-02-14,BHPDH,g7t4s6p2,1,11,5-5-5-5,0,0,5,5,5,5,5,10,4,11,0,0,20,2005,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BHPDH,g7t4s6p2,2,12,11-4-11-4,110.6939597315436,0.08,11,4,11,4,11,5,3,5,0,0,30,2005,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BHPDH,g7t4s6p2,3,13,11-3-11-3,0,0,11,3,11,3,10,9,12,7,0,0,28,2005,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BHPDH,g7t4s6p2,4,14,10-4-10-4,0,0,10,4,10,4,4,4,6,4,0,0,28,2005,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BHPDH,g7t4s6p2,5,15,7-7-8-8,0,0,7,7,8,8,3,1,8,2,-0.5,-0.5,30,2005,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BLBGS,9vjf7kiw,1,11,11-2-11-1,91.37617728531856,0.18,11,2,11,1,9,4,6,9,0.5,0,25,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BLBGS,9vjf7kiw,2,12,10-3-10-2,0,0,10,3,10,2,7,10,6,11,0.5,0,25,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BLBGS,9vjf7kiw,3,13,12-1-12-1,0,0,12,1,12,1,4,4,9,9,0,0,26,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BLBGS,9vjf7kiw,4,14,11-4-12-1,102.86943866943868,0.12,11,4,12,1,9,5,2,10,1.5,-0.5,28,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,BLBGS,9vjf7kiw,5,15,11-5-11-1,0,0,11,5,11,1,1,12,6,7,2,0,28,1996,Male
ABSMAP,3,pt1u1qln,2025-02-14,CQKCL,z9mdbcpy,1,11,4-5-5-4,0,0,4,5,5,4,8,4,8,1,0.5,-0.5,18,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,CQKCL,z9mdbcpy,2,12,4-5-5-5,0,0,4,5,5,5,9,2,11,7,0,-0.5,19,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,CQKCL,z9mdbcpy,3,13,8-3-6-6,0,0,8,3,6,6,3,5,3,3,-1.5,1,23,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,CQKCL,z9mdbcpy,4,14,4-6-10-2,0,0,4,6,10,2,4,10,6,4,2,-3,22,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,CQKCL,z9mdbcpy,5,15,2-4-3-4,0,0,2,4,3,4,11,5,8,12,0,-0.5,13,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,EIORO,vttg43zv,1,11,4-10-7-3,0,0,4,10,7,3,3,7,9,11,3.5,-1.5,24,2004,Female
ABSMAP,3,pt1u1qln,2025-02-14,EIORO,vttg43zv,2,12,4-10-7-3,0,0,4,10,7,3,3,7,9,11,3.5,-1.5,24,2004,Female
ABSMAP,3,pt1u1qln,2025-02-14,EIORO,vttg43zv,3,13,9-6-2-5,0,0,9,6,2,5,2,5,4,2,0.5,3.5,22,2004,Female
ABSMAP,3,pt1u1qln,2025-02-14,EIORO,vttg43zv,4,14,7-9-1-3,0,0,7,9,1,3,1,1,12,1,3,3,20,2004,Female
ABSMAP,3,pt1u1qln,2025-02-14,EIORO,vttg43zv,5,15,2-7-11-5,0,0,2,7,11,5,12,11,6,3,1,-4.5,25,2004,Female
ABSMAP,3,vg1vlbgz,2025-02-14,FYOAZ,msfqo7pt,1,11,6-7-7-8,0,0,6,7,7,8,9,12,5,9,-0.5,-0.5,28,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,FYOAZ,msfqo7pt,2,12,4-7-7-8,0,0,4,7,7,8,8,5,4,12,-0.5,-1.5,26,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,FYOAZ,msfqo7pt,3,13,4-7-7-8,0,0,4,7,7,8,8,5,4,12,-0.5,-1.5,26,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,FYOAZ,msfqo7pt,4,14,7-7-7-7,0,0,7,7,7,7,5,2,9,9,0,0,28,1996,Male
ABSMAP,3,vg1vlbgz,2025-02-14,FYOAZ,msfqo7pt,5,15,1-1-1-1,0,0,1,1,1,1,1,8,4,12,0,0,4,1996,Male
ABSMAP,3,pt1u1qln,2025-02-14,GFDZW,ertvw5tz,1,11,4-10-8-5,112.07293318233296,0.07,4,10,8,5,4,4,1,7,2.5,-2,27,1992,Female
ABSMAP,3,pt1u1qln,2025-02-14,GFDZW,ertvw5tz,2,12,5-11-9-6,0,0,5,11,9,6,12,12,9,1,2.5,-2,31,1992,Female
ABSMAP,3,pt1u1qln,2025-02-14,GFDZW,ertvw5tz,3,13,9-10-12-5,0,0,9,10,12,5,6,12,3,5,2.5,-1.5,36,1992,Female
ABSMAP,3,pt1u1qln,2025-02-14,GFDZW,ertvw5tz,4,14,8-12-2-10,87.65314437555358,0.2,8,12,2,10,10,3,10,3,1,3,32,1992,Female
ABSMAP,3,pt1u1qln,2025-02-14,GFDZW,ertvw5tz,5,15,7-11-1-11,0,0,7,11,1,11,3,7,11,7,0,3,30,1992,Female
ABSMAP,3,vg1vlbgz,2025-02-14,HQGLJ,vi4sdin3,1,11,12-10-8-6,0,0,12,10,8,6,2,8,6,8,2,2,36,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,HQGLJ,vi4sdin3,2,12,5-12-3-6,0,0,5,12,3,6,10,1,6,6,3,1,26,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,HQGLJ,vi4sdin3,3,13,2-3-4-1,0,0,2,3,4,1,5,9,9,4,1,-1,10,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,HQGLJ,vi4sdin3,4,14,4-4-8-2,0,0,4,4,8,2,5,12,6,2,1,-2,18,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,HQGLJ,vi4sdin3,5,15,8-8-1-8,86.35287958115183,0.21,8,8,1,8,6,6,5,12,0,3.5,25,2002,Male
ABSMAP,3,pt1u1qln,2025-02-14,IJFUA,hny0co71,1,11,7-6-7-8,0,0,7,6,7,8,1,9,2,7,-1,0,28,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,IJFUA,hny0co71,2,12,4-6-6-8,100.26382978723404,0.14,4,6,6,8,10,10,1,9,-1,-1,24,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,IJFUA,hny0co71,3,13,4-6-6-2,0,0,4,6,6,2,7,8,9,1,2,-1,18,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,IJFUA,hny0co71,4,14,5-12-6-6,0,0,5,12,6,6,5,1,11,3,3,-0.5,29,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,IJFUA,hny0co71,5,15,5-6-5-6,0,0,5,6,5,6,2,9,10,10,0,0,22,1993,Female
ABSMAP,3,vg1vlbgz,2025-02-14,JTIAG,hd6g9hzy,1,11,6-3-1-5,0,0,6,3,1,5,4,12,9,3,-1,2.5,15,2006,Male
ABSMAP,3,vg1vlbgz,2025-02-14,JTIAG,hd6g9hzy,2,12,1-6-2-10,94.51805157593122,0.17,1,6,2,10,8,7,6,8,-2,-0.5,19,2006,Male
ABSMAP,3,vg1vlbgz,2025-02-14,JTIAG,hd6g9hzy,3,13,1-12-4-10,0,0,1,12,4,10,6,7,8,2,1,-1.5,27,2006,Male
ABSMAP,3,vg1vlbgz,2025-02-14,JTIAG,hd6g9hzy,4,14,1-6-3-9,0,0,1,6,3,9,10,8,10,2,-1.5,-1,19,2006,Male
ABSMAP,3,vg1vlbgz,2025-02-14,JTIAG,hd6g9hzy,5,15,1-6-2-10,94.51805157593122,0.17,1,6,2,10,8,7,6,8,-2,-0.5,19,2006,Male
ABSMAP,3,vg1vlbgz,2025-02-14,MYIHN,5jjfki2d,1,11,11-12-2-10,0,0,11,12,2,10,9,2,1,11,1,4.5,35,2004,Male
ABSMAP,3,vg1vlbgz,2025-02-14,MYIHN,5jjfki2d,2,12,1-4-12-2,85.68,0.21,1,4,12,2,11,5,7,11,1,-5.5,19,2004,Male
ABSMAP,3,vg1vlbgz,2025-02-14,MYIHN,5jjfki2d,3,13,1-2-9-2,0,0,1,2,9,2,4,6,11,11,0,-4,14,2004,Male
ABSMAP,3,vg1vlbgz,2025-02-14,MYIHN,5jjfki2d,4,14,6-4-12-8,0,0,6,4,12,8,7,3,11,8,-2,-3,30,2004,Male
ABSMAP,3,vg1vlbgz,2025-02-14,MYIHN,5jjfki2d,5,15,8-10-6-11,0,0,8,10,6,11,10,3,12,10,-0.5,1,35,2004,Male
ABSMAP,3,vg1vlbgz,2025-02-14,NEVKH,apkk8752,1,11,11-6-2-5,0,0,11,6,2,5,8,10,6,7,0.5,4.5,24,1997,Male
ABSMAP,3,vg1vlbgz,2025-02-14,NEVKH,apkk8752,2,12,5-10-8-9,0,0,5,10,8,9,1,8,7,6,0.5,-1.5,32,1997,Male
ABSMAP,3,vg1vlbgz,2025-02-14,NEVKH,apkk8752,3,13,3-4-11-3,0,0,3,4,11,3,7,4,12,1,0.5,-4,21,1997,Male
ABSMAP,3,vg1vlbgz,2025-02-14,NEVKH,apkk8752,4,14,1-12-1-1,0,0,1,12,1,1,2,1,5,6,5.5,0,15,1997,Male
ABSMAP,3,vg1vlbgz,2025-02-14,NEVKH,apkk8752,5,15,3-9-3-3,0,0,3,9,3,3,4,7,4,3,3,0,18,1997,Male
ABSMAP,3,pt1u1qln,2025-02-14,PBORF,t02e9ep8,1,11,3-4-9-5,0,0,3,4,9,5,1,5,10,6,-0.5,-3,21,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,PBORF,t02e9ep8,2,12,3-12-9-5,0,0,3,12,9,5,1,8,8,2,3.5,-3,29,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,PBORF,t02e9ep8,3,13,1-5-9-5,0,0,1,5,9,5,12,1,7,4,0,-4,20,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,PBORF,t02e9ep8,4,14,1-3-1-3,0,0,1,3,1,3,3,5,5,6,0,0,8,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,PBORF,t02e9ep8,5,15,1-4-6-7,0,0,1,4,6,7,10,9,2,3,-1.5,-2.5,18,1993,Female
ABSMAP,3,pt1u1qln,2025-02-14,QECBV,qan140zt,1,11,12-8-12-8,0,0,12,8,12,8,7,9,12,1,0,0,40,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,QECBV,qan140zt,2,12,3-1-7-5,0,0,3,1,7,5,3,1,2,8,-2,-2,16,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,QECBV,qan140zt,3,13,10-10-10-10,118.23225806451612,0.04,10,10,10,10,4,4,1,1,0,0,40,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,QECBV,qan140zt,4,14,10-10-10-10,118.23225806451612,0.04,10,10,10,10,4,4,1,1,0,0,40,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,QECBV,qan140zt,5,15,10-10-10-10,118.23225806451612,0.04,10,10,10,10,4,4,1,1,0,0,40,2000,Female
ABSMAP,3,pt1u1qln,2025-02-14,RITNF,ddql0ac1,1,11,4-11-10-11,114.8032482598608,0.06,4,11,10,11,10,5,2,2,0,-3,36,2006,Female
ABSMAP,3,pt1u1qln,2025-02-14,RITNF,ddql0ac1,2,12,8-7-12-10,0,0,8,7,12,10,8,1,3,6,-1.5,-2,37,2006,Female
ABSMAP,3,pt1u1qln,2025-02-14,RITNF,ddql0ac1,3,13,10-4-8-7,0,0,10,4,8,7,5,1,7,9,-1.5,1,29,2006,Female
ABSMAP,3,pt1u1qln,2025-02-14,RITNF,ddql0ac1,4,14,11-8-9-6,0,0,11,8,9,6,11,1,12,9,1,1,34,2006,Female
ABSMAP,3,pt1u1qln,2025-02-14,RITNF,ddql0ac1,5,15,12-9-10-7,0,0,12,9,10,7,6,6,7,5,1,1,38,2006,Female
ABSMAP,3,pt1u1qln,2025-02-14,SJNZU,q4x7dx3i,1,11,2-5-12-10,0,0,2,5,12,10,10,5,8,1,-2.5,-5,29,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,SJNZU,q4x7dx3i,2,12,12-12-12-12,0,0,12,12,12,12,1,4,7,6,0,0,48,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,SJNZU,q4x7dx3i,3,13,4-4-4-4,0,0,4,4,4,4,9,2,2,9,0,0,16,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,SJNZU,q4x7dx3i,4,14,9-9-9-9,0,0,9,9,9,9,8,3,11,5,0,0,36,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,SJNZU,q4x7dx3i,5,15,7-7-7-7,100.4674111675127,0.14,7,7,7,7,11,9,2,10,0,0,28,1991,Female
ABSMAP,3,vg1vlbgz,2025-02-14,TMPCV,7f77ira9,1,11,12-8-12-11,0,0,12,8,12,11,4,10,7,3,-1.5,0,43,1991,Male
ABSMAP,3,vg1vlbgz,2025-02-14,TMPCV,7f77ira9,2,12,12-10-12-11,100.4674111675127,0.14,12,10,12,11,8,4,3,9,-0.5,0,45,1991,Male
ABSMAP,3,vg1vlbgz,2025-02-14,TMPCV,7f77ira9,3,13,12-9-12-12,90.45740402193783,0.19,12,9,12,12,3,7,3,11,-1.5,0,45,1991,Male
ABSMAP,3,vg1vlbgz,2025-02-14,TMPCV,7f77ira9,4,14,12-6-12-12,104.3886075949367,0.11,12,6,12,12,12,7,3,2,-3,0,42,1991,Male
ABSMAP,3,vg1vlbgz,2025-02-14,TMPCV,7f77ira9,5,15,12-8-12-12,0,0,12,8,12,12,6,1,7,4,-2,0,44,1991,Male
ABSMAP,3,pt1u1qln,2025-02-14,UDPGS,zayuchzb,1,11,4-3-5-5,0,0,4,3,5,5,6,7,8,9,-1,-0.5,17,1997,Female
ABSMAP,3,pt1u1qln,2025-02-14,UDPGS,zayuchzb,2,12,4-6-5-5,0,0,4,6,5,5,8,7,12,9,0.5,-0.5,20,1997,Female
ABSMAP,3,pt1u1qln,2025-02-14,UDPGS,zayuchzb,3,13,4-3-3-3,0,0,4,3,3,3,11,9,12,7,0,0.5,13,1997,Female
ABSMAP,3,pt1u1qln,2025-02-14,UDPGS,zayuchzb,4,14,4-3-3-9,0,0,4,3,3,9,6,4,7,12,-3,0.5,19,1997,Female
ABSMAP,3,pt1u1qln,2025-02-14,UDPGS,zayuchzb,5,15,5-7-5-9,91.9706319702602,0.18,5,7,5,9,12,7,8,7,-1,0,26,1997,Female
ABSMAP,3,pt1u1qln,2025-02-14,UMJPO,60iahvs9,1,11,8-12-9-12,0,0,8,12,9,12,9,11,11,2,0,-0.5,41,2003,Female
ABSMAP,3,pt1u1qln,2025-02-14,UMJPO,60iahvs9,2,12,6-12-4-8,0,0,6,12,4,8,7,3,6,12,2,1,30,2003,Female
ABSMAP,3,pt1u1qln,2025-02-14,UMJPO,60iahvs9,3,13,6-12-4-12,83.86474576271186,0.22,6,12,4,12,10,2,10,4,0,1,34,2003,Female
ABSMAP,3,pt1u1qln,2025-02-14,UMJPO,60iahvs9,4,14,6-12-3-12,0,0,6,12,3,12,1,5,3,6,0,1.5,33,2003,Female
ABSMAP,3,pt1u1qln,2025-02-14,UMJPO,60iahvs9,5,15,6-5-4-12,0,0,6,5,4,12,5,6,1,1,-3.5,1,27,2003,Female
ABSMAP,3,vg1vlbgz,2025-02-14,VRFMG,8r6dl13s,1,11,7-7-7-7,0,0,7,7,7,7,2,2,10,3,0,0,28,1989,Male
ABSMAP,3,vg1vlbgz,2025-02-14,VRFMG,8r6dl13s,2,12,7-12-7-12,100.56951219512196,0.14,7,12,7,12,10,8,3,10,0,0,38,1989,Male
ABSMAP,3,vg1vlbgz,2025-02-14,VRFMG,8r6dl13s,3,13,10-12-8-12,96.17142857142858,0.16,10,12,8,12,11,5,8,5,0,1,42,1989,Male
ABSMAP,3,vg1vlbgz,2025-02-14,VRFMG,8r6dl13s,4,14,12-12-12-12,0,0,12,12,12,12,5,8,6,2,0,0,48,1989,Male
ABSMAP,3,vg1vlbgz,2025-02-14,VRFMG,8r6dl13s,5,15,6-12-6-12,0,0,6,12,6,12,1,8,8,8,0,0,36,1989,Male
ABSMAP,3,pt1u1qln,2025-02-14,WACWB,7wfaox4d,1,11,6-9-7-7,0,0,6,9,7,7,2,6,9,7,1,-0.5,29,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,WACWB,7wfaox4d,2,12,6-7-7-9,0,0,6,7,7,9,3,9,6,2,-1,-0.5,29,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,WACWB,7wfaox4d,3,13,8-7-5-9,0,0,8,7,5,9,8,7,11,2,-1,1.5,29,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,WACWB,7wfaox4d,4,14,8-6-5-10,0,0,8,6,5,10,7,11,5,9,-2,1.5,29,1990,Female
ABSMAP,3,pt1u1qln,2025-02-14,WACWB,7wfaox4d,5,15,8-7-5-9,0,0,8,7,5,9,8,7,11,2,-1,1.5,29,1990,Female
ABSMAP,3,vg1vlbgz,2025-02-14,WBIRW,6rpgp514,1,11,5-11-7-7,0,0,5,11,7,7,4,11,7,11,2,-1,30,1999,Male
ABSMAP,3,vg1vlbgz,2025-02-14,WBIRW,6rpgp514,2,12,12-12-12-12,0,0,12,12,12,12,8,12,3,1,0,0,48,1999,Male
ABSMAP,3,vg1vlbgz,2025-02-14,WBIRW,6rpgp514,3,13,1-3-1-1,0,0,1,3,1,1,11,12,5,10,1,0,6,1999,Male
ABSMAP,3,vg1vlbgz,2025-02-14,WBIRW,6rpgp514,4,14,9-9-9-9,97.98059405940596,0.15,9,9,9,9,6,9,2,10,0,0,36,1999,Male
ABSMAP,3,vg1vlbgz,2025-02-14,WBIRW,6rpgp514,5,15,9-9-9-9,97.98059405940596,0.15,9,9,9,9,6,9,2,10,0,0,36,1999,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZCRYE,u146wzxb,1,11,6-6-6-6,0,0,6,6,6,6,6,7,11,10,0,0,24,1990,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZCRYE,u146wzxb,2,12,1-12-1-12,0,0,1,12,1,12,5,12,7,2,0,0,26,1990,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZCRYE,u146wzxb,3,13,1-1-1-1,0,0,1,1,1,1,1,8,6,11,0,0,4,1990,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZCRYE,u146wzxb,4,14,5-5-7-7,113.0976,0.07,5,5,7,7,5,4,2,6,-1,-1,24,1990,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZCRYE,u146wzxb,5,15,7-7-7-7,0,0,7,7,7,7,9,7,7,3,0,0,28,1990,Male
ABSMAP,3,pt1u1qln,2025-02-14,ZHOEB,shl5ikan,1,11,10-2-10-10,0,0,10,2,10,10,6,6,8,2,-4,0,32,1994,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZHOEB,shl5ikan,2,12,5-8-5-8,0,0,5,8,5,8,3,8,6,3,0,0,26,1994,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZHOEB,shl5ikan,3,13,4-3-3-4,0,0,4,3,3,4,8,11,2,9,-0.5,0.5,14,1994,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZHOEB,shl5ikan,4,14,8-7-3-4,0,0,8,7,3,4,5,5,10,3,1.5,2.5,22,1994,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZHOEB,shl5ikan,5,15,12-10-12-10,0,0,12,10,12,10,3,7,12,1,0,0,44,1994,Female
ABSMAP,3,vg1vlbgz,2025-02-14,ZMSJZ,wgtwdpnf,1,11,6-6-6-6,0,0,6,6,6,6,9,8,7,2,0,0,24,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZMSJZ,wgtwdpnf,2,12,8-9-8-8,0,0,8,9,8,8,8,11,6,11,0.5,0,33,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZMSJZ,wgtwdpnf,3,13,6-6-6-6,0,0,6,6,6,6,9,8,7,2,0,0,24,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZMSJZ,wgtwdpnf,4,14,4-5-4-5,0,0,4,5,4,5,10,1,9,6,0,0,18,2002,Male
ABSMAP,3,vg1vlbgz,2025-02-14,ZMSJZ,wgtwdpnf,5,15,8-8-4-8,0,0,8,8,4,8,9,12,11,7,0,2,28,2002,Male
ABSMAP,3,pt1u1qln,2025-02-14,ZSUKM,bmq557i9,1,11,6-4-4-2,0,0,6,4,4,2,9,3,11,2,1,1,16,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZSUKM,bmq557i9,2,12,9-9-2-7,0,0,9,9,2,7,4,11,9,9,1,3.5,27,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZSUKM,bmq557i9,3,13,6-12-4-1,107.56565217391304,0.1,6,12,4,1,6,7,1,4,5.5,1,23,1991,Female
ABSMAP,3,pt1u1qln,2025-02-14,ZSUKM,bmq557i9,4,14,8-12-12-2,0,0,8,12,12,2,12,2,12,6,5,-2,34,1991,Female
