Treatment,Generation,Session,SessionDate,ChainID,ParticipantID,Trial,TrialChain,Configuration,Speed,Payoff,wT,wR,wB,wL,mapT,mapR,mapB,mapL,comX,comY,Inertia,survey_birthyear,SessionGender
ABS,1,nzkwel8j,2025-02-14,ALEEK,fa0ofdyu,1,1,6-7-6-7,0,0,6,7,6,7,6,7,6,7,0,0,26,1997,Female
ABS,1,nzkwel8j,2025-02-14,ALEEK,fa0ofdyu,2,2,12-12-9-9,0,0,12,12,9,9,12,12,9,9,1.5,1.5,42,1997,Female
ABS,1,nzkwel8j,2025-02-14,ALEEK,fa0ofdyu,3,3,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,1997,Female
ABS,1,nzkwel8j,2025-02-14,ALEEK,fa0ofdyu,4,4,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,1997,Female
ABS,1,nzkwel8j,2025-02-14,ALEEK,fa0ofdyu,5,5,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,1997,Female
ABS,1,rxkbhh0l,2025-02-14,DZGMN,m31irel7,1,1,8-8-8-8,0,0,8,8,8,8,8,8,8,8,0,0,32,1996,Male
ABS,1,rxkbhh0l,2025-02-14,DZGMN,m31irel7,2,2,2-3-8-8,0,0,2,3,8,8,2,3,8,8,-2.5,-3,21,1996,Male
ABS,1,rxkbhh0l,2025-02-14,DZGMN,m31irel7,3,3,2-3-2-8,0,0,2,3,2,8,2,3,2,8,-2.5,0,15,1996,Male
ABS,1,rxkbhh0l,2025-02-14,DZGMN,m31irel7,4,4,2-3-2-2,111.5675310033822,0.08,2,3,2,2,2,3,2,2,0.5,0,9,1996,Male
ABS,1,rxkbhh0l,2025-02-14,DZGMN,m31irel7,5,5,2-3-3-3,99.96,0.14,2,3,3,3,2,3,3,3,0,-0.5,11,1996,Male
ABS,1,nzkwel8j,2025-02-14,EASCY,w8pdob8f,1,1,9-9-9-9,0,0,9,9,9,9,9,9,9,9,0,0,36,1995,Female
ABS,1,nzkwel8j,2025-02-14,EASCY,w8pdob8f,2,2,9-9-9-9,0,0,9,9,9,9,9,9,9,9,0,0,36,1995,Female
ABS,1,nzkwel8j,2025-02-14,EASCY,w8pdob8f,3,3,7-3-2-8,0,0,7,3,2,8,7,3,2,8,-2.5,2.5,20,1995,Female
ABS,1,nzkwel8j,2025-02-14,EASCY,w8pdob8f,4,4,4-12-11-2,0,0,4,12,11,2,4,12,11,2,5,-3.5,29,1995,Female
ABS,1,nzkwel8j,2025-02-14,EASCY,w8pdob8f,5,5,1-5-1-9,98.175,0.15,1,5,1,9,1,5,1,9,-2,0,16,1995,Female
ABS,1,rxkbhh0l,2025-02-14,EHHRT,y1fak4s2,1,1,5-9-6-9,0,0,5,9,6,9,5,9,6,9,0,-0.5,29,2005,Male
ABS,1,rxkbhh0l,2025-02-14,EHHRT,y1fak4s2,2,2,5-11-8-9,0,0,5,11,8,9,5,11,8,9,1,-1.5,33,2005,Male
ABS,1,rxkbhh0l,2025-02-14,EHHRT,y1fak4s2,3,3,12-11-8-12,78.29145569620253,0.25,12,11,8,12,12,11,8,12,-0.5,2,43,2005,Male
ABS,1,rxkbhh0l,2025-02-14,EHHRT,y1fak4s2,4,4,12-9-11-12,72.92586588061903,0.28,12,9,11,12,12,9,11,12,-1.5,0.5,44,2005,Male
ABS,1,rxkbhh0l,2025-02-14,EHHRT,y1fak4s2,5,5,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,2005,Male
ABS,1,rxkbhh0l,2025-02-14,ENULG,kc5zqmov,1,1,4-5-4-5,99.05945945945946,0.14,4,5,4,5,4,5,4,5,0,0,18,1998,Male
ABS,1,rxkbhh0l,2025-02-14,ENULG,kc5zqmov,2,2,8-8-8-8,0,0,8,8,8,8,8,8,8,8,0,0,32,1998,Male
ABS,1,rxkbhh0l,2025-02-14,ENULG,kc5zqmov,3,3,1-3-10-3,0,0,1,3,10,3,1,3,10,3,0,-4.5,17,1998,Male
ABS,1,rxkbhh0l,2025-02-14,ENULG,kc5zqmov,4,4,4-5-4-1,0,0,4,5,4,1,4,5,4,1,2,0,14,1998,Male
ABS,1,rxkbhh0l,2025-02-14,ENULG,kc5zqmov,5,5,6-3-6-6,94.15832540437678,0.17,6,3,6,6,6,3,6,6,-1.5,0,21,1998,Male
ABS,1,nzkwel8j,2025-02-14,FCDSM,niylz6mf,1,1,4-12-2-3,0,0,4,12,2,3,4,12,2,3,4.5,1,21,2001,Female
ABS,1,nzkwel8j,2025-02-14,FCDSM,niylz6mf,2,2,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,2001,Female
ABS,1,nzkwel8j,2025-02-14,FCDSM,niylz6mf,3,3,1-2-3-4,0,0,1,2,3,4,1,2,3,4,-1,-1,10,2001,Female
ABS,1,nzkwel8j,2025-02-14,FCDSM,niylz6mf,4,4,7-7-7-7,0,0,7,7,7,7,7,7,7,7,0,0,28,2001,Female
ABS,1,nzkwel8j,2025-02-14,FCDSM,niylz6mf,5,5,4-5-10-9,0,0,4,5,10,9,4,5,10,9,-2,-3,28,2001,Female
ABS,1,nzkwel8j,2025-02-14,FHSON,0swvzg66,1,1,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,2000,Female
ABS,1,nzkwel8j,2025-02-14,FHSON,0swvzg66,2,2,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,2000,Female
ABS,1,nzkwel8j,2025-02-14,FHSON,0swvzg66,3,3,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,2000,Female
ABS,1,nzkwel8j,2025-02-14,FHSON,0swvzg66,4,4,1-3-1-3,112.96849315068494,0.07,1,3,1,3,1,3,1,3,0,0,8,2000,Female
ABS,1,nzkwel8j,2025-02-14,FHSON,0swvzg66,5,5,4-3-4-3,107.44885993485342,0.1,4,3,4,3,4,3,4,3,0,0,14,2000,Female
ABS,1,rxkbhh0l,2025-02-14,GKGYC,t78jz6em,1,1,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,1991,Male
ABS,1,rxkbhh0l,2025-02-14,GKGYC,t78jz6em,2,2,10-9-10-9,0,0,10,9,10,9,10,9,10,9,0,0,38,1991,Male
ABS,1,rxkbhh0l,2025-02-14,GKGYC,t78jz6em,3,3,5-12-5-12,0,0,5,12,5,12,5,12,5,12,0,0,34,1991,Male
ABS,1,rxkbhh0l,2025-02-14,GKGYC,t78jz6em,4,4,3-10-3-10,0,0,3,10,3,10,3,10,3,10,0,0,26,1991,Male
ABS,1,rxkbhh0l,2025-02-14,GKGYC,t78jz6em,5,5,4-4-7-4,0,0,4,4,7,4,4,4,7,4,0,-1.5,19,1991,Male
ABS,1,rxkbhh0l,2025-02-14,HBUTB,ane9z0o6,1,1,8-11-7-2,0,0,8,11,7,2,8,11,7,2,4.5,0.5,28,2000,Male
ABS,1,rxkbhh0l,2025-02-14,HBUTB,ane9z0o6,2,2,3-4-2-12,0,0,3,4,2,12,3,4,2,12,-4,0.5,21,2000,Male
ABS,1,rxkbhh0l,2025-02-14,HBUTB,ane9z0o6,3,3,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,2000,Male
ABS,1,rxkbhh0l,2025-02-14,HBUTB,ane9z0o6,4,4,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,2000,Male
ABS,1,rxkbhh0l,2025-02-14,HBUTB,ane9z0o6,5,5,4-4-4-4,104.27860906217072,0.12,4,4,4,4,4,4,4,4,0,0,16,2000,Male
ABS,1,nzkwel8j,2025-02-14,IPJOD,jnxt9sc2,1,1,8-4-10-9,0,0,8,4,10,9,8,4,10,9,-2.5,-1,31,1997,Female
ABS,1,nzkwel8j,2025-02-14,IPJOD,jnxt9sc2,2,2,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,1997,Female
ABS,1,nzkwel8j,2025-02-14,IPJOD,jnxt9sc2,3,3,4-12-4-4,0,0,4,12,4,4,4,12,4,4,4,0,24,1997,Female
ABS,1,nzkwel8j,2025-02-14,IPJOD,jnxt9sc2,4,4,3-3-3-3,109.83396226415094,0.09,3,3,3,3,3,3,3,3,0,0,12,1997,Female
ABS,1,nzkwel8j,2025-02-14,IPJOD,jnxt9sc2,5,5,1-9-1-1,0,0,1,9,1,1,1,9,1,1,4,0,12,1997,Female
ABS,1,nzkwel8j,2025-02-14,JGFMO,iuw8e8xc,1,1,11-10-5-7,0,0,11,10,5,7,11,10,5,7,1.5,3,33,1994,Female
ABS,1,nzkwel8j,2025-02-14,JGFMO,iuw8e8xc,2,2,3-1-3-3,101.91596292481978,0.13,3,1,3,3,3,1,3,3,-1,0,10,1994,Female
ABS,1,nzkwel8j,2025-02-14,JGFMO,iuw8e8xc,3,3,1-12-12-12,0,0,1,12,12,12,1,12,12,12,0,-5.5,37,1994,Female
ABS,1,nzkwel8j,2025-02-14,JGFMO,iuw8e8xc,4,4,3-12-4-12,0,0,3,12,4,12,3,12,4,12,0,-0.5,31,1994,Female
ABS,1,nzkwel8j,2025-02-14,JGFMO,iuw8e8xc,5,5,3-1-2-2,114.8032482598608,0.06,3,1,2,2,3,1,2,2,-0.5,0.5,8,1994,Female
ABS,1,nzkwel8j,2025-02-14,JURUS,6fm96mrb,1,1,5-8-9-5,0,0,5,8,9,5,5,8,9,5,1.5,-2,27,1990,Female
ABS,1,nzkwel8j,2025-02-14,JURUS,6fm96mrb,2,2,10-4-2-9,102.54963730569948,0.12,10,4,2,9,10,4,2,9,-2.5,4,25,1990,Female
ABS,1,nzkwel8j,2025-02-14,JURUS,6fm96mrb,3,3,9-4-1-11,0,0,9,4,1,11,9,4,1,11,-3.5,4,25,1990,Female
ABS,1,nzkwel8j,2025-02-14,JURUS,6fm96mrb,4,4,10-4-4-8,102.54963730569948,0.12,10,4,4,8,10,4,4,8,-2,3,26,1990,Female
ABS,1,nzkwel8j,2025-02-14,JURUS,6fm96mrb,5,5,10-4-5-8,99.85913218970738,0.14,10,4,5,8,10,4,5,8,-2,2.5,27,1990,Female
ABS,1,rxkbhh0l,2025-02-14,KATRI,8x4s8olb,1,1,8-9-8-7,0,0,8,9,8,7,8,9,8,7,1,0,32,1992,Male
ABS,1,rxkbhh0l,2025-02-14,KATRI,8x4s8olb,2,2,3-6-3-11,90.37479452054797,0.19,3,6,3,11,3,6,3,11,-2.5,0,23,1992,Male
ABS,1,rxkbhh0l,2025-02-14,KATRI,8x4s8olb,3,3,9-6-10-3,0,0,9,6,10,3,9,6,10,3,1.5,-0.5,28,1992,Male
ABS,1,rxkbhh0l,2025-02-14,KATRI,8x4s8olb,4,4,6-3-3-9,0,0,6,3,3,9,6,3,3,9,-3,1.5,21,1992,Male
ABS,1,rxkbhh0l,2025-02-14,KATRI,8x4s8olb,5,5,9-6-7-8,93.9794871794872,0.17,9,6,7,8,9,6,7,8,-1,1,30,1992,Male
ABS,1,nzkwel8j,2025-02-14,KAYOI,z9hfq1ux,1,1,6-6-10-10,0,0,6,6,10,10,6,6,10,10,-2,-2,32,1993,Female
ABS,1,nzkwel8j,2025-02-14,KAYOI,z9hfq1ux,2,2,6-12-1-1,0,0,6,12,1,1,6,12,1,1,5.5,2.5,20,1993,Female
ABS,1,nzkwel8j,2025-02-14,KAYOI,z9hfq1ux,3,3,7-9-5-4,0,0,7,9,5,4,7,9,5,4,2.5,1,25,1993,Female
ABS,1,nzkwel8j,2025-02-14,KAYOI,z9hfq1ux,4,4,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,1993,Female
ABS,1,nzkwel8j,2025-02-14,KAYOI,z9hfq1ux,5,5,5-5-5-5,96.83013698630135,0.15,5,5,5,5,5,5,5,5,0,0,20,1993,Female
ABS,1,nzkwel8j,2025-02-14,KGUJO,l1cbrv0z,1,1,3-5-2-4,108.0353711790393,0.1,3,5,2,4,3,5,2,4,0.5,0.5,14,1995,Female
ABS,1,nzkwel8j,2025-02-14,KGUJO,l1cbrv0z,2,2,6-7-4-5,0,0,6,7,4,5,6,7,4,5,1,1,22,1995,Female
ABS,1,nzkwel8j,2025-02-14,KGUJO,l1cbrv0z,3,3,3-5-1-4,113.74758620689654,0.07,3,5,1,4,3,5,1,4,0.5,1,13,1995,Female
ABS,1,nzkwel8j,2025-02-14,KGUJO,l1cbrv0z,4,4,3-5-3-4,0,0,3,5,3,4,3,5,3,4,0.5,0,15,1995,Female
ABS,1,nzkwel8j,2025-02-14,KGUJO,l1cbrv0z,5,5,2-5-2-4,0,0,2,5,2,4,2,5,2,4,0.5,0,13,1995,Female
ABS,1,rxkbhh0l,2025-02-14,KGYAL,emt85w1x,1,1,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,1995,Male
ABS,1,rxkbhh0l,2025-02-14,KGYAL,emt85w1x,2,2,10-3-3-9,0,0,10,3,3,9,10,3,3,9,-3,3.5,25,1995,Male
ABS,1,rxkbhh0l,2025-02-14,KGYAL,emt85w1x,3,3,2-11-11-11,0,0,2,11,11,11,2,11,11,11,0,-4.5,35,1995,Male
ABS,1,rxkbhh0l,2025-02-14,KGYAL,emt85w1x,4,4,2-5-2-6,103.73207547169812,0.12,2,5,2,6,2,5,2,6,-0.5,0,15,1995,Male
ABS,1,rxkbhh0l,2025-02-14,KGYAL,emt85w1x,5,5,2-11-2-2,0,0,2,11,2,2,2,11,2,2,4.5,0,17,1995,Male
ABS,1,nzkwel8j,2025-02-14,LJUTY,fmb60hre,1,1,10-12-6-8,0,0,10,12,6,8,10,12,6,8,2,2,36,2005,Female
ABS,1,nzkwel8j,2025-02-14,LJUTY,fmb60hre,2,2,5-6-8-8,0,0,5,6,8,8,5,6,8,8,-1,-1.5,27,2005,Female
ABS,1,nzkwel8j,2025-02-14,LJUTY,fmb60hre,3,3,10-3-4-6,106.29473684210524,0.1,10,3,4,6,10,3,4,6,-1.5,3,23,2005,Female
ABS,1,nzkwel8j,2025-02-14,LJUTY,fmb60hre,4,4,4-4-4-4,104.27860906217072,0.12,4,4,4,4,4,4,4,4,0,0,16,2005,Female
ABS,1,nzkwel8j,2025-02-14,LJUTY,fmb60hre,5,5,5-5-5-5,96.83013698630135,0.15,5,5,5,5,5,5,5,5,0,0,20,2005,Female
ABS,1,nzkwel8j,2025-02-14,LRFPN,cx18pu66,1,1,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,2002,Female
ABS,1,nzkwel8j,2025-02-14,LRFPN,cx18pu66,2,2,8-8-8-8,0,0,8,8,8,8,8,8,8,8,0,0,32,2002,Female
ABS,1,nzkwel8j,2025-02-14,LRFPN,cx18pu66,3,3,10-10-10-10,0,0,10,10,10,10,10,10,10,10,0,0,40,2002,Female
ABS,1,nzkwel8j,2025-02-14,LRFPN,cx18pu66,4,4,12-12-12-12,0,0,12,12,12,12,12,12,12,12,0,0,48,2002,Female
ABS,1,nzkwel8j,2025-02-14,LRFPN,cx18pu66,5,5,2-2-2-2,113.74758620689654,0.07,2,2,2,2,2,2,2,2,0,0,8,2002,Female
ABS,1,rxkbhh0l,2025-02-14,NCLBK,krg1d2tv,1,1,2-3-4-9,0,0,2,3,4,9,2,3,4,9,-3,-1,18,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NCLBK,krg1d2tv,2,2,10-12-11-12,0,0,10,12,11,12,10,12,11,12,0,-0.5,45,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NCLBK,krg1d2tv,3,3,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NCLBK,krg1d2tv,4,4,9-3-10-10,0,0,9,3,10,10,9,3,10,10,-3.5,-0.5,32,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NCLBK,krg1d2tv,5,5,4-12-3-3,0,0,4,12,3,3,4,12,3,3,4.5,0.5,22,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NMAFY,v7r0yx87,1,1,8-6-10-4,0,0,8,6,10,4,8,6,10,4,1,-1,28,1993,Male
ABS,1,rxkbhh0l,2025-02-14,NMAFY,v7r0yx87,2,2,2-8-12-6,0,0,2,8,12,6,2,8,12,6,1,-5,28,1993,Male
ABS,1,rxkbhh0l,2025-02-14,NMAFY,v7r0yx87,3,3,6-6-12-6,0,0,6,6,12,6,6,6,12,6,0,-3,30,1993,Male
ABS,1,rxkbhh0l,2025-02-14,NMAFY,v7r0yx87,4,4,8-7-6-5,0,0,8,7,6,5,8,7,6,5,1,1,26,1993,Male
ABS,1,rxkbhh0l,2025-02-14,NMAFY,v7r0yx87,5,5,1-12-1-12,0,0,1,12,1,12,1,12,1,12,0,0,26,1993,Male
ABS,1,rxkbhh0l,2025-02-14,NVWEP,wm1iwvja,1,1,3-8-12-4,0,0,3,8,12,4,3,8,12,4,2,-4.5,27,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NVWEP,wm1iwvja,2,2,11-8-12-6,0,0,11,8,12,6,11,8,12,6,1,-0.5,37,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NVWEP,wm1iwvja,3,3,11-8-4-6,101.18650306748464,0.13,11,8,4,6,11,8,4,6,1,3.5,29,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NVWEP,wm1iwvja,4,4,11-8-1-6,107.44885993485342,0.1,11,8,1,6,11,8,1,6,1,5,26,1994,Male
ABS,1,rxkbhh0l,2025-02-14,NVWEP,wm1iwvja,5,5,11-4-4-6,107.33232104121475,0.1,11,4,4,6,11,4,4,6,-1,3.5,25,1994,Male
ABS,1,nzkwel8j,2025-02-14,NYPTV,6aqlzs8w,1,1,6-8-6-4,0,0,6,8,6,4,6,8,6,4,2,0,24,2000,Female
ABS,1,nzkwel8j,2025-02-14,NYPTV,6aqlzs8w,2,2,9-10-6-7,0,0,9,10,6,7,9,10,6,7,1.5,1.5,32,2000,Female
ABS,1,nzkwel8j,2025-02-14,NYPTV,6aqlzs8w,3,3,4-3-9-7,0,0,4,3,9,7,4,3,9,7,-2,-2.5,23,2000,Female
ABS,1,nzkwel8j,2025-02-14,NYPTV,6aqlzs8w,4,4,4-3-7-9,0,0,4,3,7,9,4,3,7,9,-3,-1.5,23,2000,Female
ABS,1,nzkwel8j,2025-02-14,NYPTV,6aqlzs8w,5,5,8-6-2-6,111.81966101694915,0.08,8,6,2,6,8,6,2,6,0,3,22,2000,Female
ABS,1,rxkbhh0l,2025-02-14,OSHAY,ff9wjyfp,1,1,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,1995,Male
ABS,1,rxkbhh0l,2025-02-14,OSHAY,ff9wjyfp,2,2,9-9-10-8,0,0,9,9,10,8,9,9,10,8,0.5,-0.5,36,1995,Male
ABS,1,rxkbhh0l,2025-02-14,OSHAY,ff9wjyfp,3,3,7-9-1-9,102.54963730569948,0.12,7,9,1,9,7,9,1,9,0,3,26,1995,Male
ABS,1,rxkbhh0l,2025-02-14,OSHAY,ff9wjyfp,4,4,9-7-8-8,86.50384615384615,0.21,9,7,8,8,9,7,8,8,-0.5,0.5,32,1995,Male
ABS,1,rxkbhh0l,2025-02-14,OSHAY,ff9wjyfp,5,5,6-9-6-9,0,0,6,9,6,9,6,9,6,9,0,0,30,1995,Male
ABS,1,nzkwel8j,2025-02-14,QNSSA,lfpo5ube,1,1,7-5-3-6,110.81791713325867,0.08,7,5,3,6,7,5,3,6,-0.5,2,21,1994,Female
ABS,1,nzkwel8j,2025-02-14,QNSSA,lfpo5ube,2,2,9-9-8-8,0,0,9,9,8,8,9,9,8,8,0.5,0.5,34,1994,Female
ABS,1,nzkwel8j,2025-02-14,QNSSA,lfpo5ube,3,3,11-3-8-2,99.96,0.14,11,3,8,2,11,3,8,2,0.5,1.5,24,1994,Female
ABS,1,nzkwel8j,2025-02-14,QNSSA,lfpo5ube,4,4,11-3-8-2,99.96,0.14,11,3,8,2,11,3,8,2,0.5,1.5,24,1994,Female
ABS,1,nzkwel8j,2025-02-14,QNSSA,lfpo5ube,5,5,11-3-10-2,90.62307692307694,0.19,11,3,10,2,11,3,10,2,0.5,0.5,26,1994,Female
ABS,1,nzkwel8j,2025-02-14,SQNAJ,r5jxiq2x,1,1,7-7-7-7,0,0,7,7,7,7,7,7,7,7,0,0,28,1998,Female
ABS,1,nzkwel8j,2025-02-14,SQNAJ,r5jxiq2x,2,2,1-1-1-1,115.47304550758462,0.06,1,1,1,1,1,1,1,1,0,0,4,1998,Female
ABS,1,nzkwel8j,2025-02-14,SQNAJ,r5jxiq2x,3,3,3-3-4-3,97.98059405940596,0.15,3,3,4,3,3,3,4,3,0,-0.5,13,1998,Female
ABS,1,nzkwel8j,2025-02-14,SQNAJ,r5jxiq2x,4,4,5-5-5-5,96.83013698630135,0.15,5,5,5,5,5,5,5,5,0,0,20,1998,Female
ABS,1,nzkwel8j,2025-02-14,SQNAJ,r5jxiq2x,5,5,5-5-5-5,96.83013698630135,0.15,5,5,5,5,5,5,5,5,0,0,20,1998,Female
ABS,1,nzkwel8j,2025-02-14,SZIJF,80oe8ebe,1,1,10-7-4-12,95.24581328200192,0.16,10,7,4,12,10,7,4,12,-2.5,3,33,1997,Female
ABS,1,nzkwel8j,2025-02-14,SZIJF,80oe8ebe,2,2,11-3-7-6,96.92497551420178,0.15,11,3,7,6,11,3,7,6,-1.5,2,27,1997,Female
ABS,1,nzkwel8j,2025-02-14,SZIJF,80oe8ebe,3,3,12-10-11-8,0,0,12,10,11,8,12,10,11,8,1,0.5,41,1997,Female
ABS,1,nzkwel8j,2025-02-14,SZIJF,80oe8ebe,4,4,8-3-6-4,104.49883843717,0.11,8,3,6,4,8,3,6,4,-0.5,1,21,1997,Female
ABS,1,nzkwel8j,2025-02-14,SZIJF,80oe8ebe,5,5,9-7-6-12,89.39512195121952,0.19,9,7,6,12,9,7,6,12,-2.5,1.5,34,1997,Female
ABS,1,rxkbhh0l,2025-02-14,VQAUW,2zfsyaxv,1,1,2-12-8-5,0,0,2,12,8,5,2,12,8,5,3.5,-3,27,1993,Male
ABS,1,rxkbhh0l,2025-02-14,VQAUW,2zfsyaxv,2,2,8-5-3-9,104.16884210526317,0.12,8,5,3,9,8,5,3,9,-2,2.5,25,1993,Male
ABS,1,rxkbhh0l,2025-02-14,VQAUW,2zfsyaxv,3,3,5-5-5-5,96.83013698630135,0.15,5,5,5,5,5,5,5,5,0,0,20,1993,Male
ABS,1,rxkbhh0l,2025-02-14,VQAUW,2zfsyaxv,4,4,3-5-2-2,0,0,3,5,2,2,3,5,2,2,1.5,0.5,12,1993,Male
ABS,1,rxkbhh0l,2025-02-14,VQAUW,2zfsyaxv,5,5,7-3-6-6,97.30619469026549,0.15,7,3,6,6,7,3,6,6,-1.5,0.5,22,1993,Male
ABS,1,rxkbhh0l,2025-02-14,WFMTL,wlvv0hgw,1,1,10-4-8-4,97.2106090373281,0.15,10,4,8,4,10,4,8,4,0,1,26,1993,Male
ABS,1,rxkbhh0l,2025-02-14,WFMTL,wlvv0hgw,2,2,3-9-3-10,0,0,3,9,3,10,3,9,3,10,-0.5,0,25,1993,Male
ABS,1,rxkbhh0l,2025-02-14,WFMTL,wlvv0hgw,3,3,10-7-8-7,89.23390441839494,0.2,10,7,8,7,10,7,8,7,0,1,32,1993,Male
ABS,1,rxkbhh0l,2025-02-14,WFMTL,wlvv0hgw,4,4,12-7-12-7,0,0,12,7,12,7,12,7,12,7,0,0,38,1993,Male
ABS,1,rxkbhh0l,2025-02-14,WFMTL,wlvv0hgw,5,5,4-7-4-7,0,0,4,7,4,7,4,7,4,7,0,0,22,1993,Male
ABS,1,rxkbhh0l,2025-02-14,YMNVR,a3tv81b5,1,1,4-12-2-8,0,0,4,12,2,8,4,12,2,8,2,1,26,2003,Male
ABS,1,rxkbhh0l,2025-02-14,YMNVR,a3tv81b5,2,2,9-4-6-4,104.94209968186638,0.11,9,4,6,4,9,4,6,4,0,1.5,23,2003,Male
ABS,1,rxkbhh0l,2025-02-14,YMNVR,a3tv81b5,3,3,8-2-4-5,105.3891373801917,0.11,8,2,4,5,8,2,4,5,-1.5,2,19,2003,Male
ABS,1,rxkbhh0l,2025-02-14,YMNVR,a3tv81b5,4,4,6-3-8-5,0,0,6,3,8,5,6,3,8,5,-1,-1,22,2003,Male
ABS,1,rxkbhh0l,2025-02-14,YMNVR,a3tv81b5,5,5,5-4-2-4,116.69858490566038,0.05,5,4,2,4,5,4,2,4,0,1.5,15,2003,Male
ABS,1,rxkbhh0l,2025-02-14,ZPHCH,b64kjhct,1,1,6-6-6-6,0,0,6,6,6,6,6,6,6,6,0,0,24,2000,Male
ABS,1,rxkbhh0l,2025-02-14,ZPHCH,b64kjhct,2,2,6-12-6-1,0,0,6,12,6,1,6,12,6,1,5.5,0,25,2000,Male
ABS,1,rxkbhh0l,2025-02-14,ZPHCH,b64kjhct,3,3,6-1-6-12,0,0,6,1,6,12,6,1,6,12,-5.5,0,25,2000,Male
ABS,1,rxkbhh0l,2025-02-14,ZPHCH,b64kjhct,4,4,9-1-3-12,0,0,9,1,3,12,9,1,3,12,-5.5,3,25,2000,Male
ABS,1,rxkbhh0l,2025-02-14,ZPHCH,b64kjhct,5,5,1-12-1-1,0,0,1,12,1,1,1,12,1,1,5.5,0,15,2000,Male
ABS,2,nzkwel8j,2025-02-14,ALEEK,53i21fuk,1,6,3-3-3-3,109.83396226415094,0.09,3,3,3,3,3,3,3,3,0,0,12,2000,Female
ABS,2,nzkwel8j,2025-02-14,ALEEK,53i21fuk,2,7,2-2-4-4,0,0,2,2,4,4,2,2,4,4,-1,-1,12,2000,Female
ABS,2,nzkwel8j,2025-02-14,ALEEK,53i21fuk,3,8,3-3-3-3,109.83396226415094,0.09,3,3,3,3,3,3,3,3,0,0,12,2000,Female
ABS,2,nzkwel8j,2025-02-14,ALEEK,53i21fuk,4,9,1-3-1-3,112.96849315068494,0.07,1,3,1,3,1,3,1,3,0,0,8,2000,Female
ABS,2,nzkwel8j,2025-02-14,ALEEK,53i21fuk,5,10,3-3-3-3,109.83396226415094,0.09,3,3,3,3,3,3,3,3,0,0,12,2000,Female
ABS,2,rxkbhh0l,2025-02-14,DZGMN,2d3jgsic,1,6,3-4-4-4,0,0,3,4,4,4,3,4,4,4,0,-0.5,15,1994,Male
ABS,2,rxkbhh0l,2025-02-14,DZGMN,2d3jgsic,2,7,2-3-3-3,99.96,0.14,2,3,3,3,2,3,3,3,0,-0.5,11,1994,Male
ABS,2,rxkbhh0l,2025-02-14,DZGMN,2d3jgsic,3,8,1-2-2-2,105.61408751334044,0.11,1,2,2,2,1,2,2,2,0,-0.5,7,1994,Male
ABS,2,rxkbhh0l,2025-02-14,DZGMN,2d3jgsic,4,9,4-3-3-3,113.48669724770645,0.07,4,3,3,3,4,3,3,3,0,0.5,13,1994,Male
ABS,2,rxkbhh0l,2025-02-14,DZGMN,2d3jgsic,5,10,2-3-3-3,99.96,0.14,2,3,3,3,2,3,3,3,0,-0.5,11,1994,Male
ABS,2,nzkwel8j,2025-02-14,EASCY,gn53jrso,1,6,1-5-1-3,0,0,1,5,1,3,1,5,1,3,1,0,10,1991,Female
ABS,2,nzkwel8j,2025-02-14,EASCY,gn53jrso,2,7,5-5-1-1,112.71116173120728,0.07,5,5,1,1,5,5,1,1,2,2,12,1991,Female
ABS,2,nzkwel8j,2025-02-14,EASCY,gn53jrso,3,8,2-1-3-1,104.60930232558138,0.11,2,1,3,1,2,1,3,1,0,-0.5,7,1991,Female
ABS,2,nzkwel8j,2025-02-14,EASCY,gn53jrso,4,9,4-1-4-1,109.22781456953642,0.09,4,1,4,1,4,1,4,1,0,0,10,1991,Female
